Order,Member,SKU,Created On,Description,Member's Gender,Member's Membership Level,Member's Purchase History,Order Value,Payment Method,Order Status,Total_Items,Age Group
7991220,M43831,"34987565, 15668375, 7541573",14-05-2014,"Powdered Spices, Root Vegetables, Glucose, Marie & Milk Biscuits",Male,Silver,8,384,Cash,Pending,3,0-18
7991312,M90375,"34995543, 15669987, 15668688",15-05-2014,"Ayurvedic, Other Rice Products, Root Vegetables",Male,Gold,8,197,Cash,Delivered,3,55+
7991472,M45470,"15669784, 15669875, 7586357, 15668379, 15669856, 7579697",15-05-2014,"Basmati Rice, Kidney Beans, Chips, Other Vegetables, Sugar, Cream Biscuits",Female,Bronze,0,415,Credit Card,Delivered,6,55+
7991552,M82651,"29247044, 15668381, 15669887, 34987566, 15669880, 7572254, 15669762, 15669875",15-05-2014,"Besan, Other Vegetables, Maida, Whole Spices, Millet flour, Cooking Sauce, Urad Dal, Kidney Beans",Male,Bronze,1,341,Cash,Delivered,8,36-45
7991901,M48938,"34931134, 34931130, 34931072",15-05-2014,"Pens , Colours , Pens ",Male,Gold,7,265,PayPal,Delivered,3,55+
7992033,M96365,"15669996, 34989668, 15668381, 15668377, 15668378, 15669864, 21408942",15-05-2014,"Other Pulses, Other Rice Products, Other Vegetables, Root Vegetables, Other Vegetables, Other Pulses, Other Rice Products",Female,Silver,6,523,PayPal,Pending,7,55+
7992104,M51278,"7548497, 15668465, 15668379, 15668478, 15668375, 7574425, 7585573, 34990549",15-05-2014,"Liquid Soaps & Bars, Root Vegetables, Other Vegetables, Banana, Root Vegetables, Liquid Soaps & Bars, Cakes, Healthy & Digestive Biscuits",Male,Bronze,0,76,PayPal,Delivered,8,55+
7992472,M59012,"21410747, 34992843, 21410750, 15668416, 15669910, 34992845, 34992884, 34992841, 21410748",15-05-2014,"Organic Juices, Cut Vegetables, Organic Juices, Banana, Brinjals, Cut Vegetables, Cut Vegetables, Cut Vegetables, Organic Juices",Male,Silver,8,343,Cash,Delivered,9,55+
7993232,M77779,"15668458, 15668688, 15668379, 15668381",15-05-2014,"Brinjals, Root Vegetables, Other Vegetables, Other Vegetables",Male,Bronze,4,292,PayPal,Delivered,4,46-55
7993559,M33558,"15668416, 7623116, 34989859",16-05-2014,"Banana, Liquid Soaps & Bars, Phenyles & Acids",Male,Gold,1,87,PayPal,Pending,3,26-35
7993989,M37600,"7627860, 15669883, 15669881, 15669882",16-05-2014,"Sunflower Oils, Rice Flour, Millet flour, Millet flour",Male,Bronze,9,797,Credit Card,Shipped,4,55+
7994088,M18732,"15668460, 15669771, 15668378, 34986401, 15668458, 15668465, 15670162, 15668381",16-05-2014,"Gourd & Cucumber, Maida, Other Vegetables, Yogurt & Lassi, Brinjals, Root Vegetables, Organic F&V, Other Vegetables",Female,Bronze,2,510,Cash,Shipped,8,55+
7994238,M35070,"15668467, 15669772, 15669859, 7735760, 15668451, 15668684",16-05-2014,"Beans, Other Pulses, Kidney Beans, Snacks, Brinjals, Beans",Male,Bronze,4,724,Cash,Shipped,6,55+
7994287,M41781,"34986119, 7633836, 34986125, 34990389, 15669760, 7593949, 15668688",16-05-2014,"Whole Spices, Veg & Fruit, Whole Spices, Healthy & Digestive Biscuits, Whole Spices, Cream Biscuits, Root Vegetables",Female,Bronze,8,291,Cash,Pending,7,55+
7994306,M63404,"15668379, 7549086, 15668688, 7623116, 15668469, 15668465",16-05-2014,"Other Vegetables, Shaving Blade & Razors, Root Vegetables, Liquid Soaps & Bars, Beans, Root Vegetables",Male,Bronze,9,320,Cash,Delivered,6,55+
7994518,M54619,"15668453, 15668416, 34990776, 7570617, 34986123, 34990757, 93016148",16-05-2014,"Brinjals, Banana, Eggs, Hair Oil, Whole Spices, Frozen Veg Food, Basmati Rice",Male,Gold,8,970,Credit Card,Shipped,7,55+
7994771,M64055,"15668416, 7573614, 15668519, 34986482, 15669832, 7572300, 15668460, 15668377, 15668378, 7580089, 7569799, 7624770, 7610713, 7569805, 15668468, 15669804",16-05-2014,"Banana, Face Wash, Bread, Face Cream, Sugar, Snacks, Gourd & Cucumber, Root Vegetables, Other Vegetables, Ice Creams & Desserts, Snacks, Shampoo, Corn Snacks, Snacks, Beans, Cashews",Female,Bronze,2,62,PayPal,Pending,16,26-35
7994820,M36876,"15668375, 15669879, 15669859, 15668478, 15669830, 15669785, 7624788",16-05-2014,"Root Vegetables, Other Pulses, Kidney Beans, Banana, Other Rice Products, Boiled Rice, Ghee",Male,Silver,3,479,PayPal,Delivered,7,55+
7995148,M04158,15668688,16-05-2014,Root Vegetables,Female,Gold,7,757,Credit Card,Delivered,1,55+
7995933,M14746,"15670267, 15668460, 15668378, 15669866, 15668480, 15668453, 93141023, 15668458, 93141092, 15668451, 93141022, 15668469",22-04-2014,"Kidney Beans, Gourd & Cucumber, Other Vegetables, Other Pulses, Bread, Brinjals, Yogurt & Lassi, Brinjals, Yogurt & Lassi, Brinjals, Yogurt & Lassi, Beans",Female,Silver,5,574,PayPal,Pending,12,55+
7995935,M41781,"34990389, 15668471, 34986125, 15668379",22-04-2014,"Healthy & Digestive Biscuits, Beans, Whole Spices, Other Vegetables",Male,Bronze,3,248,Cash,Shipped,4,0-18
7995955,M56368,"15669864, 15668685, 15669860, 15669856, 34987567",22-04-2014,"Other Pulses, Beans, Moong Dal, Sugar, Whole Spices",Female,Gold,2,853,Credit Card,Delivered,5,55+
7996114,M31101,"15670251, 15670193, 15670241",22-04-2014,"Organic F&V, Organic F&V, Organic F&V",Female,Silver,4,154,Credit Card,Delivered,3,46-55
7996280,M33422,"15670267, 15669780, 15669878",22-04-2014,"Kidney Beans, Sugar, Kidney Beans",Female,Gold,10,304,Credit Card,Delivered,3,55+
7996450,M62656,"15668377, 15669864, 15669835, 15669771, 34987566, 15669776, 15669994, 15668477, 15669880, 15668380, 15669786, 15669799, 15668453, 15669823, 15669830, 15669998, 15669785, 34987568, 15669783",22-04-2014,"Root Vegetables, Other Pulses, Raw Rice, Maida, Whole Spices, Other Pulses, Other Pulses, Exotic Vegetables, Millet flour, Other Vegetables,Flat Rice, Raisins, Brinjals, Whole Spices, Other Rice Products, Other Pulses, Boiled Rice, Whole Spices, Millet flour",Female,Bronze,3,161,Cash,Shipped,19,26-35
7996473,M56309,"7627812, 15668377, 15668684, 7582057, 15669824, 15668471, 15668460, 7544032, 15668381, 15668378, 15668467",22-04-2014,"Health Supplements, Root Vegetables, Beans, Health Drinks, Raw Rice, Beans, Gourd & Cucumber, Sanitary Pads, Other Vegetables, Other Vegetables, Beans",Female,Silver,5,853,Credit Card,Shipped,11,26-35
7996518,M09303,7572302,22-04-2014,Snacks,Female,Gold,4,371,PayPal,Delivered,1,55+
7996524,M46325,"15668685, 34990778, 15669958, 34986120, 15670251, 15669887, 15668378, 15668460, 21410750",22-04-2014,"Beans, Eggs, Other Dry Fruits, Other Dry Fruits, Organic F&V, Maida, Other Vegetables, Gourd & Cucumber, Organic Juices",Female,Bronze,0,452,PayPal,Pending,9,55+
7996655,M91098,"15668451, 15669775, 15668378, 15670251, 15670009, 7580802",22-04-2014,"Brinjals, Millet flour, Other Vegetables, Organic F&V, Almonds, Sunflower Oils",Male,Gold,10,913,Credit Card,Pending,6,0-18
7997074,M04158,15669910,22-04-2014,Brinjals,Female,Silver,6,591,PayPal,Delivered,1,0-18
7997144,M43831,"15668377, 34991198, 15668449",22-04-2014,"Root Vegetables, Cakes, Exotic Vegetables",Male,Gold,2,385,Cash,Shipped,3,36-45
7997631,M32480,"15669777, 15668685, 15669878",23-04-2014,"Urad Dal, Beans, Kidney Beans",Female,Bronze,4,432,PayPal,Delivered,3,55+
7997653,M96365,"15669869, 15668688, 15669882, 15668466, 15669785",23-04-2014,"Moong Dal, Root Vegetables, Millet flour, Root Vegetables, Boiled Rice",Male,Silver,0,703,Cash,Shipped,5,0-18
7997664,M54796,"34990377, 34992035, 15668448, 15668381",23-04-2014,"Healthy & Digestive Biscuits, Bread, Exotic Vegetables, Other Vegetables",Female,Bronze,3,136,Credit Card,Delivered,4,26-35
7997666,M96365,7572972,23-04-2014,Pet Food,Male,Silver,8,732,Cash,Pending,1,55+
7998124,M31966,"7689353, 15669832, 7570441",23-04-2014,"Ground Coffee, Sugar, Shoe Polish",Female,Silver,4,397,PayPal,Shipped,3,0-18
7998140,M47229,"7621580, 7575440",23-04-2014,"Diapers & Wipes, Diapers & Wipes",Female,Gold,6,843,Credit Card,Pending,2,55+
7998166,M38622,"7587661, 7632452, 7629391, 7601670, 7587491, 21408940, 15669816, 15668381, 15669817, 7587677, 34987566, 15670144, 21410687, 7571385, 7587657, 7587667, 7587658, 15670251, 93009288, 7561510, 7543240, 7587492, 15669871, 7561680, 7587659",23-04-2014,"Organic Pulses & Pulses, Liquid Detergent, Glucose, Marie & Milk Biscuits, Shaving Blade & Razors, Organic Flours, Whole Grains, Other Pulses, Other Vegetables, Whole Spices, Organic Pulses & Pulses, Whole Spices, Organic F&V, Organic Pulses & Pulses, Glucose, Marie & Milk Biscuits, Organic Pulses & Pulses, Organic Pulses & Pulses, Organic Salt,Sugar & Jaggery, Organic F&V, Organic Pulses & Pulses, Snacks, Organic Pulses & Pulses, Organic Salt,Sugar & Jaggery, Other Rice Products, Snacks, Organic Pulses & Pulses",Male,Bronze,7,815,PayPal,Pending,25,55+
7998175,M32039,"15668460, 7572310",23-04-2014,"Gourd & Cucumber, Snacks",Female,Gold,0,461,Credit Card,Shipped,2,55+
7998277,M76390,"15668685, 15668688, 15669786, 15668381, 15670251",23-04-2014,"Beans, Root Vegetables,Flat Rice, Other Vegetables, Organic F&V",Male,Gold,0,707,Credit Card,Delivered,5,55+
7998292,M46575,"15668381, 15668451, 15668467, 15668460, 15668380",23-04-2014,"Other Vegetables, Brinjals, Beans, Gourd & Cucumber, Other Vegetables",Female,Bronze,3,858,Cash,Delivered,5,55+
7998470,M45470,"15668465, 7586357, 15668375, 15668480, 7692620, 15668471",23-04-2014,"Root Vegetables, Chips, Root Vegetables, Bread, Shaving Blade & Razors, Beans",Male,Gold,3,416,Credit Card,Pending,6,55+
7998535,M09736,15668478,23-04-2014,Banana,Male,Bronze,5,182,Credit Card,Pending,1,55+
7998570,M33491,"15668468, 15668378, 15669878, 15668460, 21409004, 15668416, 15668455, 34987614, 15668458",23-04-2014,"Beans, Other Vegetables, Kidney Beans, Gourd & Cucumber, Other Pulses, Banana, Brinjals, Milk, Brinjals",Male,Gold,1,695,Credit Card,Shipped,9,55+
7998883,M48154,"15668468, 7586352, 15668685, 15668378, 7586361, 7599091, 15668688, 15668465, 7586357, 7594817",23-04-2014,"Beans, Chips, Beans, Other Vegetables, Chips, Snacks, Root Vegetables, Root Vegetables, Chips, Instant Noodles",Female,Gold,5,730,Cash,Shipped,10,0-18
7999179,M56489,"7625556, 7580823, 15669887",23-04-2014,"Ground Coffee, Sunflower Oils, Maida",Male,Silver,1,548,PayPal,Delivered,3,46-55
7999345,M46325,"15669786, 15669824",23-04-2014,"Avalakki / Poha, Raw Rice",Male,Gold,5,443,PayPal,Shipped,2,46-55
7999427,M32449,"15669878, 15668379, 15669821",23-04-2014,"Kidney Beans, Other Vegetables, Whole Spices",Female,Bronze,5,607,PayPal,Pending,3,0-18
7999476,M56516,"7630963, 15669824, 34992854, 15668478, 34992855",23-04-2014,"Tomato Ketchup, Raw Rice, Cut Vegetables, Banana, Cut Vegetables",Male,Silver,5,654,PayPal,Delivered,5,55+
7999650,M38622,"15668377, 34992844",24-04-2014,"Root Vegetables, Cut Vegetables",Female,Bronze,8,555,Credit Card,Shipped,2,55+
7999675,M32655,"15669859, 15669760, 15668477, 34992992, 7572307, 15669996, 15669778, 7572305",24-04-2014,"Kidney Beans, Whole Spices, Exotic Vegetables, Milk, Snacks, Other Pulses, Other Pulses, Snacky Nuts",Female,Silver,7,425,Credit Card,Delivered,8,55+
8000114,M78365,"34987565, 34986118, 15668460, 15668380, 15668453, 15669860, 15669861, 15668381, 15669821, 15669881, 15669870",23-04-2014,"Powdered Spices, Whole Spices, Gourd & Cucumber, Other Vegetables, Brinjals, Moong Dal, Raw Peanuts, Other Vegetables, Whole Spices, Millet flour, Millet flour",Male,Gold,7,463,Cash,Delivered,11,0-18
8000371,M44156,"15668460, 15668455, 15668685, 15668458, 15668468",24-04-2014,"Gourd & Cucumber, Brinjals, Beans, Brinjals, Beans",Female,Bronze,3,118,PayPal,Pending,5,26-35
8000472,M77779,"15668375, 15668381, 15668379, 15668458, 15668468",24-04-2014,"Root Vegetables, Other Vegetables, Other Vegetables, Brinjals, Beans",Male,Gold,1,553,Cash,Delivered,5,36-45
8000877,M33558,"15669835, 15669777, 15669859, 7753739, 15668473, 7594821, 7572252, 15668416, 15668688",24-04-2014,"Raw Rice, Urad Dal, Kidney Beans, Health Drinks, Beans, Instant Noodles, Cooking Paste, Banana, Root Vegetables",Male,Silver,4,134,Credit Card,Delivered,9,0-18
8001840,M22037,"15669760, 15668460, 34986449, 15669777, 15669789, 15669790, 15669998, 15669780, 92302710, 7729965",25-04-2014,"Whole Spices, Gourd & Cucumber, Toothpaste, Urad Dal, Boiled Rice, Other Rice Products, Other Pulses, Sugar, Face Wash, Sunflower Oils",Male,Gold,5,883,Cash,Pending,10,36-45
8002209,M62833,"7569799, 15669788, 15668477, 15668468, 15669856, 15668455, 15668684",24-04-2014,"Snacks, Raw Rice, Exotic Vegetables, Beans, Sugar, Brinjals, Beans",Female,Gold,3,886,Credit Card,Pending,7,26-35
8002564,M51278,"34990545, 15668416, 15668375",25-04-2014,"Healthy & Digestive Biscuits, Banana, Root Vegetables",Female,Gold,9,38,Credit Card,Shipped,3,19-25
8002603,M41747,"15669821, 15669872, 15669810, 15668449, 15669776",25-04-2014,"Whole Spices,Flat Rice, Almonds, Exotic Vegetables, Other Pulses",Female,Silver,2,701,Cash,Pending,5,46-55
8003020,M59012,"15668460, 7587512, 7587660, 15668688, 7587658, 7548730, 15668416, 21410748, 21410747, 34994248, 21410750, 15670251",25-04-2014,"Gourd & Cucumber, Organic Flours, Organic Flours, Root Vegetables, Organic Salt,Sugar & Jaggery, Organic Flours, Banana, Organic Juices, Organic Juices, Organic Branded Foods, Organic Juices, Organic F&V",Male,Gold,0,63,PayPal,Pending,12,55+
8003613,M56309,"15668460, 15668377, 7617882, 15668465, 15668458, 15668473, 15668478, 15668594, 7569802, 15668381",25-04-2014,"Gourd & Cucumber, Root Vegetables, Ready Mix, Root Vegetables, Brinjals, Beans, Banana, Exotic Vegetables, Snacks, Other Vegetables",Female,Bronze,2,389,Cash,Pending,10,55+
8003768,M64379,"34994304, 15668465, 15669789, 15668416, 7587658, 7587492, 15668685, 34990774",26-04-2014,"Glucose, Marie & Milk Biscuits, Root Vegetables, Boiled Rice, Banana, Organic Salt,Sugar & Jaggery, Organic Salt,Sugar & Jaggery, Beans, Eggs",Female,Gold,3,930,Cash,Delivered,8,46-55
8004013,M27458,"15668460, 15668381, 15668466, 15668375, 15668467, 7538018, 15669886, 34991043, 15668378",26-04-2014,"Gourd & Cucumber, Other Vegetables, Root Vegetables, Root Vegetables, Beans, Shaving Blade & Razors, Millet flour, Brushes & Scrubbers, Other Vegetables",Female,Silver,3,766,Cash,Delivered,9,55+
8004562,M99030,"15668381, 15668460, 15668453, 15668475",25-04-2014,"Other Vegetables, Gourd & Cucumber, Brinjals, Beans",Female,Gold,5,627,PayPal,Shipped,4,0-18
8004936,M64055,"15668688, 15669861, 7588162, 15668467",26-04-2014,"Root Vegetables, Raw Peanuts, Health Drinks, Beans",Female,Silver,4,336,Credit Card,Pending,4,55+
8005616,M57354,"15669771, 15669765, 15669773, 34990467, 15669824, 34990047, 15668460, 34991045, 92388008, 15669860, 7569799, 15668685",26-04-2014,"Maida, Urad Dal, Urad Dal, Frozen Veg Food, Raw Rice, Phenyles & Acids, Gourd & Cucumber, Drain Cleaners, Snacks, Moong Dal, Snacks, Beans",Female,Bronze,9,682,PayPal,Pending,12,55+
8005627,M54796,"15668688, 34992035, 15669860, 15668467, 34991198, 15670162, 15668381, 15669857, 15668685, 15670241",26-04-2014,"Root Vegetables, Bread, Moong Dal, Beans, Cakes, Organic F&V, Other Vegetables, Raw Peanuts, Beans, Organic F&V",Female,Bronze,5,835,PayPal,Delivered,10,0-18
8006190,M56255,"15668416, 15669832, 15668375, 15669764",26-04-2014,"Banana, Sugar, Root Vegetables, Besan",Female,Gold,4,708,Credit Card,Shipped,4,55+
8006417,M33422,"15669817, 15669764",26-04-2014,"Whole Spices, Besan",Female,Gold,6,425,Credit Card,Shipped,2,55+
8006749,M16611,"15668478, 15670009, 15668467, 15668378, 93073679, 15669763",26-04-2014,"Banana, Almonds, Beans, Other Vegetables, Snacks, Other Pulses",Female,Silver,3,599,Credit Card,Pending,6,55+
8006887,M57327,"15668416, 15669776, 15669874, 15669830, 15669863, 15668381, 15669781, 7548511, 15669773, 15669838, 15669878, 15668460, 15669880, 15669817, 15669832, 15669867, 15669814, 15669778",26-04-2014,"Banana, Other Pulses,Flat Rice, Other Rice Products, Moong Dal, Other Vegetables, Rice Flour, Liquid Soaps & Bars, Urad Dal, Raw Rice, Kidney Beans, Gourd & Cucumber, Millet flour, Whole Spices, Sugar, Other Pulses, Jaggery, Other Pulses",Female,Gold,10,121,PayPal,Pending,18,55+
8007026,M12127,"15669802, 15669806, 7587488, 7587490, 34987110, 93141022, 15669976, 34986118, 7587687, 7587667, 7753739, 21408947, 29247171, 7587678, 7718555, 15669808, 7587492",27-04-2014,"Cashews, Cashews, Organic Salt,Sugar & Jaggery, Organic Pulses & Pulses, Curd, Yogurt & Lassi, Almonds, Whole Spices, Organic Masalas & Spices, Organic Pulses & Pulses, Health Drinks, Other Rice Products, Whole Spices, Organic Pulses & Pulses, Other Oils, Other Dry Fruits, Organic Salt,Sugar & Jaggery",Female,Gold,7,708,PayPal,Shipped,17,55+
8007032,M31101,"15668468, 15670245, 15669856, 34993744",26-04-2014,"Beans, Organic F&V, Sugar, Vinegar",Female,Gold,9,169,PayPal,Pending,4,46-55
8007100,M08075,"15668375, 15669821, 15669880, 15669825, 7571909, 15668381, 15668466, 15668467, 34995257, 15668460, 34995255, 29247171, 34991554, 15670267, 7630963, 15668380, 7753739, 15669830",27-04-2014,"Root Vegetables, Whole Spices, Millet flour, Boiled Rice, Health Supplements, Other Vegetables, Root Vegetables, Beans, Chilli & Soya Sauces, Gourd & Cucumber, Chilli & Soya Sauces, Whole Spices, Sanitary Pads, Kidney Beans, Tomato Ketchup, Other Vegetables, Health Drinks, Other Rice Products",Female,Bronze,3,410,PayPal,Shipped,18,26-35
8007385,M54382,"7678784, 15670267",26-04-2014,"Packaged Drinking Water, Kidney Beans",Female,Bronze,4,289,Cash,Pending,2,36-45
8007521,M35538,"15670144, 15668465, 7586526, 7637248, 15668687, 15669861, 15670241",26-04-2014,"Organic F&V, Root Vegetables, Snacky Nuts, Mosquito Repellent, Root Vegetables, Raw Peanuts, Organic F&V",Female,Gold,7,373,Credit Card,Shipped,7,36-45
8008269,M09736,"34989440, 34989499, 34989501, 93025752, 15668379, 15668468, 15669767, 7580802, 15669859, 15668377, 7594821, 15668478, 15669789, 7547323, 15669856",27-04-2014,"Other Rice Products, Other Pulses, Other Pulses, Cream Biscuits, Other Vegetables, Beans, Urad Dal, Sunflower Oils, Kidney Beans, Root Vegetables, Instant Noodles, Banana, Boiled Rice, Liquid Soaps & Bars, Sugar",Female,Silver,8,905,Credit Card,Delivered,15,55+
8008300,M90375,"15669882, 15669886, 34986126, 15669988, 15668379, 15670245, 15668468, 15669786, 15669863, 15669861",27-04-2014,"Millet flour, Millet flour, Whole Spices, Other Pulses, Other Vegetables, Organic F&V, Beans,Flat Rice, Moong Dal, Raw Peanuts",Female,Gold,2,524,PayPal,Shipped,10,19-25
8008356,M82651,"15668494, 15668460, 34993741, 15668375",27-04-2014,"Exotic Vegetables, Gourd & Cucumber, Vinegar, Root Vegetables",Female,Gold,6,203,PayPal,Shipped,4,55+
8008611,M04158,"15668494, 15668688, 15669864, 15668465, 7610118, 15668478, 15668458",27-04-2014,"Exotic Vegetables, Root Vegetables, Other Pulses, Root Vegetables, Aluminium Foil & Cling Wrap, Banana, Brinjals",Male,Silver,0,684,PayPal,Shipped,7,55+
8008828,M31966,"7689353, 34992850, 15668471, 15668381, 15668451, 15668688, 15669767, 15669789",27-04-2014,"Ground Coffee, Cut Vegetables, Beans, Other Vegetables, Brinjals, Root Vegetables, Urad Dal, Boiled Rice",Female,Bronze,2,411,PayPal,Pending,8,0-18
8008857,M52629,"7572311, 7587678, 7578347",27-04-2014,"Snacks, Organic Pulses & Pulses, Chilli & Soya Sauces",Female,Gold,0,497,Cash,Delivered,3,19-25
8008912,M16218,"15668467, 15668416, 7571454, 7621709, 15668377, 34990045, 34987567",27-04-2014,"Beans, Banana, Cream Biscuits, Glucose, Marie & Milk Biscuits, Root Vegetables, Phenyles & Acids, Whole Spices",Female,Gold,4,442,PayPal,Delivered,7,26-35
8009302,M86572,"7579697, 29247038, 15668520, 7599856",27-04-2014,"Cream Biscuits, Raw Rice, Bread, Oats",Female,Silver,10,438,Credit Card,Pending,4,36-45
8009456,M91098,"15669777, 21408940, 29247044, 34992474, 15669863, 15669857",27-04-2014,"Urad Dal, Whole Grains, Besan, Cutlery, Moong Dal, Raw Peanuts",Male,Gold,9,442,Credit Card,Pending,6,55+
8009949,M42513,"15668379, 15668685, 7637309, 15668519",28-04-2014,"Other Vegetables, Beans, Mosquito Repellent, Bread",Male,Bronze,3,19,Cash,Pending,4,36-45
8010044,M50767,"15669856, 15668468, 15669785, 34987568, 15669863, 15668520, 15668375, 15668451, 15668379, 7753732",28-04-2014,"Sugar, Beans, Boiled Rice, Whole Spices, Moong Dal, Bread, Root Vegetables, Brinjals, Other Vegetables, Health Drinks",Female,Silver,4,30,Credit Card,Pending,10,46-55
8010056,M84827,"34987566, 15669812, 7543240, 21408952, 15668416",28-04-2014,"Whole Spices, Jaggery, Organic Pulses & Pulses, Whole Spices, Banana",Female,Gold,7,735,Cash,Shipped,5,55+
8010216,M37600,"34986122, 15669860, 7587648, 7587673, 7543241, 7587698, 7624792, 15669881, 7587490",28-04-2014,"Whole Spices, Moong Dal, Organic Rice & Rice Products, Organic Pulses & Pulses, Organic Pulses & Pulses, Organic Flours, Ghee, Millet flour, Organic Pulses & Pulses",Male,Gold,4,93,Cash,Shipped,9,0-18
8010339,M18732,"15668458, 15668377",27-04-2014,"Brinjals, Root Vegetables",Female,Bronze,4,78,Cash,Shipped,2,55+
8011233,M25900,"15669824, 15668688, 15669987",28-04-2014,"Raw Rice, Root Vegetables, Other Rice Products",Female,Gold,5,287,Cash,Pending,3,19-25
8011359,M84827,"7543289, 15669812",28-04-2014,"Organic Masalas & Spices, Jaggery",Female,Gold,2,835,Credit Card,Shipped,2,55+
8011376,M63404,"7632452, 15668460",28-04-2014,"Liquid Detergent, Gourd & Cucumber",Female,Gold,10,747,Credit Card,Pending,2,55+
8011463,M43831,"34990073, 29247044, 7572252, 15669863, 34986125, 93141093",28-04-2014,"Face Packs & Scrubs, Besan, Cooking Paste, Moong Dal, Whole Spices, Curd",Male,Bronze,5,246,Credit Card,Pending,6,26-35
8011565,M27871,"34994234, 15668375",28-04-2014,"Organic F&V, Root Vegetables",Female,Bronze,0,159,Cash,Pending,2,55+
8011724,M27871,21410687,28-04-2014,Organic Pulses & Pulses,Female,Silver,5,414,Credit Card,Pending,1,26-35
8012078,M41700,"34990045, 15669832, 15668467, 15669885, 15668460, 7569798, 15669878, 15669830, 92387970, 15669874, 7569807, 15669778, 15670267, 15669965, 15669777, 15669910",28-04-2014,"Phenyles & Acids, Sugar, Beans, Moong Dal, Gourd & Cucumber, Snacks, Kidney Beans, Other Rice Products, Snacks,Flat Rice, Snacks, Other Pulses, Kidney Beans, Raisins, Urad Dal, Brinjals",Male,Bronze,9,598,PayPal,Pending,16,55+
8013116,M56489,"34987222, 34986401, 34987225, 34986118, 15669804, 7580088, 15669799, 34986125",29-04-2014,"Ice Creams & Desserts, Yogurt & Lassi, Ice Creams & Desserts, Whole Spices, Cashews, Ice Creams & Desserts, Raisins, Whole Spices",Female,Gold,3,945,PayPal,Delivered,8,19-25
8013527,M14746,"15668453, 15668379, 15668460, 15668458, 15668480, 15668469, 15668381",29-04-2014,"Brinjals, Other Vegetables, Gourd & Cucumber, Brinjals, Bread, Beans, Other Vegetables",Male,Bronze,10,507,PayPal,Delivered,7,55+
8013688,M27458,"7635131, 7593949, 7569798",29-04-2014,"Packaged Drinking Water, Cream Biscuits, Snacks",Male,Gold,1,743,Credit Card,Delivered,3,19-25
8013753,M54796,"15668460, 34990373, 15668478, 15670241, 15669777, 34995532, 34992035, 34995545",29-04-2014,"Gourd & Cucumber, Healthy & Digestive Biscuits, Banana, Organic F&V, Urad Dal, Ayurvedic, Bread, Ayurvedic",Female,Silver,4,628,Credit Card,Pending,8,0-18
8014028,M56309,"21409004, 15668375, 15668684, 15668460, 15668378, 15668377",29-04-2014,"Other Pulses, Root Vegetables, Beans, Gourd & Cucumber, Other Vegetables, Root Vegetables",Male,Bronze,8,549,PayPal,Delivered,6,26-35
8014039,M33491,"15668378, 34987614, 7586504, 93091858, 15668381",29-04-2014,"Other Vegetables, Milk, Snacky Nuts, Curd, Other Vegetables",Female,Bronze,3,50,Credit Card,Shipped,5,26-35
8014043,M27871,7729965,29-04-2014,Sunflower Oils,Female,Gold,2,634,Credit Card,Shipped,1,55+
8014269,M56309,"21408952, 7587655, 15669762, 15669773, 15669765, 15670270, 7624788, 15669988, 15669885, 15669782, 15669772, 7572254, 15669764, 15669881, 15669864, 21410627, 15669863, 15669763, 21408942, 15669769, 15669780",29-04-2014,"Whole Spices, Organic Rice & Rice Products, Urad Dal, Urad Dal, Urad Dal, Other Pulses, Ghee, Other Pulses, Moong Dal, Raw Rice, Other Pulses, Cooking Sauce, Besan, Millet flour, Other Pulses, Organic Masalas & Spices, Moong Dal, Other Pulses, Other Rice Products, Other Pulses, Sugar",Female,Gold,10,647,PayPal,Pending,21,55+
8014606,M09736,7585573,29-04-2014,Cakes,Male,Silver,4,123,Credit Card,Shipped,1,55+
8014687,M04158,"15668380, 15668381, 21410682, 34996064",29-04-2014,"Other Vegetables, Other Vegetables, Organic Flours, CFLs,cfls,7832553,2,0

7831582,Channa Dal,channa-dal,7832491,2,0

7832360,Cheese,cheese,7832363,2,0

7831689,Chewing Gum,chewing-gum,7831685,2,0

7832047,ChildrenS Books",Male,Silver,7,519,Cash,Pending,4,36-45
8014840,M33064,"15669832, 34986401, 15669776, 7617882, 15670240, 15669837, 15669827, 34988228, 15669988, 15668381, 34986126, 34986129, 15669869, 15668476, 15668377, 15669857, 15669777, 34987110",29-04-2014,"Sugar, Yogurt & Lassi, Other Pulses, Ready Mix, Organic F&V, Raw Rice, Kidney Beans, Oats, Other Pulses, Other Vegetables, Whole Spices, Whole Spices, Moong Dal, Exotic Vegetables, Root Vegetables, Raw Peanuts, Urad Dal, Curd",Female,Silver,1,246,Credit Card,Pending,18,46-55
8014842,M09303,"7569801, 34987294, 15669958, 34994862, 34993930, 15669764",29-04-2014,"Snacks, Glucose, Marie & Milk Biscuits, Other Dry Fruits, Healthy & Digestive Biscuits, Hair Colors & Dyes, Besan",Female,Gold,2,674,Cash,Shipped,6,55+
8014860,M99206,"15668465, 15668473, 15668478, 15668688, 15669825, 15668451, 15668449",30-04-2014,"Root Vegetables, Beans, Banana, Root Vegetables, Boiled Rice, Brinjals, Exotic Vegetables",Male,Gold,0,543,Credit Card,Shipped,7,26-35
8014861,M33767,"15669872, 15669887, 34986128, 15669814, 7640186",30-04-2014,"Avalakki / Poha, Maida, Whole Spices, Jaggery, Honey",Male,Bronze,6,483,PayPal,Shipped,5,36-45
